,START_DATE*,END_DATE*,CATEGORY*,START*,STOP*,MILES*,PURPOSE*,DISTANCE,Year,Time Cat
420,2016-06-08 17:16:00,6/8/2016 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies,Short Trip,2020,Short Trip
421,2016-06-08 17:59:00,6/8/2016 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies,Short Trip,2020,Short Trip
422,2016-06-08 20:11:00,6/8/2016 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies,Short Trip,2020,Short Trip
423,2016-06-10 15:19:00,6/10/2016 16:28,Business,New York,Jamaica,16.3,Meeting,Long Trip,2020,Long Trip
424,2016-06-10 21:47:00,6/10/2016 22:04,Business,Cary,Durham,10.4,Meeting,Long Trip,2020,Long Trip
425,2016-06-10 23:53:00,6/11/2016 0:01,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
426,2016-06-11 17:08:00,6/11/2016 17:16,Business,Cary,Morrisville,3.7,Errand/Supplies,Short Trip,2020,Short Trip
427,2016-06-11 17:34:00,6/11/2016 17:39,Business,Morrisville,Cary,4.6,Meal/Entertain,Short Trip,2020,Short Trip
428,2016-06-11 17:50:00,6/11/2016 17:56,Business,Westpark Place,Whitebridge,1.7,,Short Trip,2020,Short Trip
429,2016-06-11 21:45:00,6/11/2016 22:04,Business,Cary,Durham,10.4,Meeting,Long Trip,2020,Long Trip
430,2016-06-11 23:39:00,6/12/2016 0:05,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
431,2016-06-12 19:53:00,6/12/2016 19:56,Business,Cary,Morrisville,2.5,Meal/Entertain,Short Trip,2020,Short Trip
432,2016-06-12 20:05:00,6/12/2016 20:16,Business,Morrisville,Cary,4.3,Errand/Supplies,Short Trip,2020,Short Trip
433,2016-06-12 21:58:00,6/12/2016 22:19,Business,Parkway,Whitebridge,2.8,Errand/Supplies,Short Trip,2020,Short Trip
434,2016-06-13 05:23:00,6/13/2016 5:42,Business,Cary,Morrisville,8.4,Meal/Entertain,Long Trip,2020,Medium Trip
435,2016-06-13 14:17:00,6/13/2016 14:46,Business,Oakland,Emeryville,13.2,Meeting,Long Trip,2020,Long Trip
436,2016-06-13 18:08:00,6/13/2016 18:47,Business,Emeryville,Berkeley,3.9,Meal/Entertain,Short Trip,2020,Short Trip
437,2016-06-13 18:54:00,6/13/2016 19:23,Business,Berkeley,Oakland,5.1,Meal/Entertain,Long Trip,2020,Medium Trip
438,2016-06-13 20:00:00,6/13/2016 20:05,Business,Oakland,Unknown Location,5.2,Customer Visit,Long Trip,2020,Medium Trip
439,2016-06-14 12:03:00,6/14/2016 12:21,Business,Emeryville,San Francisco,9.8,,Long Trip,2020,Medium Trip
440,2016-06-14 16:09:00,6/14/2016 16:39,Business,San Francisco,Emeryville,11.6,Meeting,Long Trip,2020,Long Trip
441,2016-06-14 17:15:00,6/14/2016 17:24,Business,Emeryville,Oakland,5.1,Meeting,Long Trip,2020,Medium Trip
442,2016-06-14 17:27:00,6/14/2016 17:57,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,Long Trip,2020,Medium Trip
443,2016-06-15 01:46:00,6/15/2016 2:06,Business,Kenner,New Orleans,12.4,Between Offices,Long Trip,2020,Long Trip
444,2016-06-15 15:26:00,6/15/2016 15:34,Business,CBD,Lower Garden District,1.9,Between Offices,Short Trip,2020,Short Trip
445,2016-06-15 16:37:00,6/15/2016 17:02,Business,Lower Garden District,Lakeview,6.4,Customer Visit,Long Trip,2020,Medium Trip
446,2016-06-15 17:29:00,6/15/2016 17:49,Personal,Lakeview,Storyville,5.5,,Long Trip,2020,Medium Trip
447,2016-06-15 19:52:00,6/15/2016 19:58,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,Short Trip,2020,Short Trip
448,2016-06-16 13:36:00,6/16/2016 14:30,Business,New Orleans,Metairie,14.5,,Long Trip,2020,Long Trip
449,2016-06-16 14:42:00,6/16/2016 14:46,Business,Metairie,Kenner,2.7,,Short Trip,2020,Short Trip
450,2016-06-16 15:17:00,6/16/2016 15:41,Business,Kenner,New Orleans,15.0,,Long Trip,2020,Long Trip
451,2016-06-16 19:39:00,6/16/2016 19:56,Business,New Orleans,Kenner,12.9,,Long Trip,2020,Long Trip
452,2016-06-16 21:43:00,6/16/2016 21:56,Business,Kenner,New Orleans,13.6,,Long Trip,2020,Long Trip
453,2016-06-17 16:11:00,6/17/2016 16:44,Business,New Orleans,Kenner,12.2,,Long Trip,2020,Long Trip
454,2016-06-18 00:29:00,6/18/2016 0:51,Business,Morrisville,Cary,8.7,,Long Trip,2020,Medium Trip
455,2016-06-19 02:39:00,6/19/2016 2:50,Business,Cary,Raleigh,6.0,,Long Trip,2020,Medium Trip
456,2016-06-19 05:51:00,6/19/2016 6:00,Business,Raleigh,Cary,5.9,,Long Trip,2020,Medium Trip
457,2016-06-21 15:39:00,6/21/2016 16:08,Business,Cary,Raleigh,19.3,,Long Trip,2020,Long Trip
458,2016-06-21 17:11:00,6/21/2016 18:02,Business,Raleigh,Cary,16.6,Meal/Entertain,Long Trip,2020,Long Trip
459,2016-06-24 10:41:00,6/24/2016 10:57,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,Long Trip,2020,Medium Trip
460,2016-06-24 11:54:00,6/24/2016 12:01,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,Short Trip,2020,Short Trip
461,2016-06-24 12:19:00,6/24/2016 12:37,Business,Cary,Raleigh,8.6,Errand/Supplies,Long Trip,2020,Medium Trip
462,2016-06-24 12:50:00,6/24/2016 13:12,Business,Raleigh,Morrisville,9.0,Errand/Supplies,Long Trip,2020,Medium Trip
463,2016-06-24 13:18:00,6/24/2016 13:27,Business,Morrisville,Cary,3.1,Errand/Supplies,Short Trip,2020,Short Trip
464,2016-06-24 14:01:00,6/24/2016 14:20,Business,Cary,Morrisville,8.4,Temporary Site,Long Trip,2020,Medium Trip
465,2016-06-24 20:44:00,6/24/2016 21:02,Business,Kenner,New Orleans,12.8,,Long Trip,2020,Long Trip
466,2016-06-25 09:03:00,6/25/2016 9:12,Business,CBD,Bywater,4.5,,Short Trip,2020,Short Trip
467,2016-06-25 09:15:00,6/25/2016 10:08,Business,New Orleans,Chalmette,11.8,Between Offices,Long Trip,2020,Long Trip
468,2016-06-25 10:18:00,6/25/2016 10:25,Business,Chalmette,Arabi,1.1,Errand/Supplies,Short Trip,2020,Short Trip
469,2016-06-25 10:50:00,6/25/2016 11:18,Business,Arabi,Metairie,17.0,Meal/Entertain,Long Trip,2020,Long Trip
470,2016-06-25 11:25:00,6/25/2016 11:34,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,Short Trip,2020,Short Trip
471,2016-06-25 11:53:00,6/25/2016 13:21,Business,Metairie,New Orleans,15.5,Meeting,Long Trip,2020,Long Trip
472,2016-06-25 19:47:00,6/25/2016 19:58,Business,Storyville,Marigny,1.6,,Short Trip,2020,Short Trip
473,2016-06-25 23:19:00,6/25/2016 23:26,Business,Marigny,Storyville,1.5,,Short Trip,2020,Short Trip
474,2016-06-26 17:43:00,6/26/2016 18:18,Business,New Orleans,Kenner,12.6,Meeting,Long Trip,2020,Long Trip
475,2016-06-26 18:45:00,6/26/2016 19:12,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,,Short Trip,2020,Short Trip
476,2016-06-26 19:41:00,6/26/2016 19:50,Business,Kenner,Kenner,2.2,,Short Trip,2020,Short Trip
477,2016-06-26 21:14:00,6/26/2016 21:42,Business,Kenner,New Orleans,13.0,,Long Trip,2020,Long Trip
478,2016-06-27 07:37:00,6/27/2016 8:48,Business,New Orleans,Covington,46.9,,Long Trip,2020,Long Trip
479,2016-06-27 08:51:00,6/27/2016 9:00,Business,Covington,Covington,2.5,,Short Trip,2020,Short Trip
480,2016-06-27 09:05:00,6/27/2016 9:33,Business,Covington,Covington,8.6,,Long Trip,2020,Medium Trip
481,2016-06-27 09:43:00,6/27/2016 10:08,Business,Covington,Covington,5.2,,Long Trip,2020,Medium Trip
482,2016-06-27 10:22:00,6/27/2016 10:39,Business,Covington,Covington,7.6,,Long Trip,2020,Medium Trip
483,2016-06-27 10:51:00,6/27/2016 10:58,Business,Covington,Covington,1.8,,Short Trip,2020,Short Trip
484,2016-06-27 11:06:00,6/27/2016 11:24,Business,Covington,Mandeville,4.7,,Short Trip,2020,Short Trip
485,2016-06-27 11:30:00,6/27/2016 11:42,Business,Mandeville,Mandeville,2.8,,Short Trip,2020,Short Trip
486,2016-06-27 12:22:00,6/27/2016 13:02,Business,Mandeville,Metairie,30.0,,Long Trip,2020,Long Trip
487,2016-06-27 13:56:00,6/27/2016 14:05,Business,Metairie,Kenner,4.4,,Short Trip,2020,Short Trip
488,2016-06-27 21:09:00,6/27/2016 21:19,Business,Jamestown Court,Jamestown Court,1.0,,Short Trip,2020,Short Trip
489,2016-06-28 00:48:00,6/28/2016 1:05,Business,Morrisville,Cary,8.2,Customer Visit,Long Trip,2020,Medium Trip
490,2016-06-28 20:13:00,6/28/2016 20:33,Business,Cary,Durham,10.4,Meeting,Long Trip,2020,Long Trip
491,2016-06-28 23:34:00,6/28/2016 23:59,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
492,2016-06-28 23:34:00,6/28/2016 23:59,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
493,2016-06-29 08:56:00,6/29/2016 9:24,Business,Cary,Morrisville,7.3,,Long Trip,2020,Medium Trip
494,2016-06-29 10:22:00,6/29/2016 10:38,Business,Morrisville,Cary,7.4,,Long Trip,2020,Medium Trip
495,2016-06-29 11:49:00,6/29/2016 11:51,Business,Whitebridge,Westpark Place,1.6,,Short Trip,2020,Short Trip
496,2016-06-29 12:11:00,6/29/2016 12:16,Business,Westpark Place,Whitebridge,1.8,,Short Trip,2020,Short Trip
497,2016-06-29 20:11:00,6/29/2016 20:29,Business,Cary,Durham,10.4,Meeting,Long Trip,2020,Long Trip
498,2016-06-29 23:38:00,6/30/2016 0:00,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
499,2016-06-30 20:09:00,6/30/2016 20:26,Business,Cary,Durham,9.9,Meeting,Long Trip,2020,Medium Trip
500,2016-07-01 00:00:00,7/1/2016 0:25,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
501,2016-07-01 09:34:00,7/1/2016 9:57,Business,Cary,Raleigh,13.3,Meeting,Long Trip,2020,Long Trip
502,2016-07-01 12:36:00,7/1/2016 13:00,Business,Raleigh,Cary,11.3,Meeting,Long Trip,2020,Long Trip
503,2016-07-01 20:06:00,7/1/2016 20:24,Business,Cary,Durham,10.5,Meeting,Long Trip,2020,Long Trip
504,2016-07-01 23:48:00,7/2/2016 0:09,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
505,2016-07-02 20:18:00,7/2/2016 20:36,Business,Cary,Durham,10.1,Meeting,Long Trip,2020,Long Trip
506,2016-07-02 23:48:00,7/3/2016 0:12,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
507,2016-07-03 00:28:00,7/3/2016 0:38,Business,Cary,Morrisville,3.1,Errand/Supplies,Short Trip,2020,Short Trip
508,2016-07-03 03:02:00,7/3/2016 3:08,Business,Morrisville,Cary,3.1,Errand/Supplies,Short Trip,2020,Short Trip
509,2016-07-03 20:00:00,7/3/2016 20:18,Business,Cary,Durham,9.9,Meeting,Long Trip,2020,Medium Trip
510,2016-07-04 00:32:00,7/4/2016 0:47,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
511,2016-07-04 17:31:00,7/4/2016 17:49,Business,Whitebridge,Summerwinds,8.8,Meeting,Long Trip,2020,Medium Trip
512,2016-07-04 18:23:00,7/4/2016 18:49,Business,Summerwinds,Whitebridge,8.7,Temporary Site,Long Trip,2020,Medium Trip
513,2016-07-04 20:00:00,7/4/2016 20:17,Business,Cary,Durham,11.8,Meeting,Long Trip,2020,Long Trip
514,2016-07-05 00:00:00,7/5/2016 0:05,Business,Parkwood,Parkwood,1.2,Errand/Supplies,Short Trip,2020,Short Trip
515,2016-07-05 00:08:00,7/5/2016 0:28,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
516,2016-07-05 16:48:00,7/5/2016 16:52,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,Short Trip,2020,Short Trip
517,2016-07-05 20:06:00,7/5/2016 20:26,Business,Cary,Durham,9.9,,Long Trip,2020,Medium Trip
518,2016-07-05 22:41:00,7/5/2016 23:02,Business,Durham,Morrisville,8.6,,Long Trip,2020,Medium Trip
519,2016-07-06 00:33:00,7/6/2016 0:53,Business,Morrisville,Cary,6.3,Meal/Entertain,Long Trip,2020,Medium Trip
520,2016-07-06 09:06:00,7/6/2016 9:25,Business,Cary,Durham,9.9,Meeting,Long Trip,2020,Medium Trip
521,2016-07-06 12:48:00,7/6/2016 13:08,Business,Durham,Cary,9.9,,Long Trip,2020,Medium Trip
522,2016-07-06 20:04:00,7/6/2016 20:14,Business,Cary,Morrisville,3.3,Meal/Entertain,Short Trip,2020,Short Trip
523,2016-07-06 23:46:00,7/6/2016 23:59,Business,Morrisville,Cary,3.1,Customer Visit,Short Trip,2020,Short Trip
524,2016-07-07 08:22:00,7/7/2016 8:50,Business,Cary,Morrisville,7.9,Temporary Site,Long Trip,2020,Medium Trip
525,2016-07-07 10:27:00,7/7/2016 10:33,Business,Morrisville,Cary,8.9,,Long Trip,2020,Medium Trip
526,2016-07-07 12:59:00,7/7/2016 13:35,Business,Kenner,New Orleans,12.8,,Long Trip,2020,Long Trip
527,2016-07-08 09:50:00,7/8/2016 10:13,Business,CBD,Pontchartrain Beach,7.7,,Long Trip,2020,Medium Trip
528,2016-07-08 10:51:00,7/8/2016 11:12,Business,Pontchartrain Beach,CBD,7.0,,Long Trip,2020,Medium Trip
529,2016-07-08 13:48:00,7/8/2016 14:11,Business,New Orleans,Metairie,12.5,,Long Trip,2020,Long Trip
530,2016-07-08 17:11:00,7/8/2016 17:30,Business,Kenner,New Orleans,13.2,,Long Trip,2020,Long Trip
531,2016-07-09 09:03:00,7/9/2016 9:46,Business,New Orleans,Kenner,13.0,,Long Trip,2020,Long Trip
532,2016-07-09 09:52:00,7/9/2016 10:06,Business,Kenner,Metairie,4.9,,Short Trip,2020,Short Trip
533,2016-07-09 10:15:00,7/9/2016 10:33,Business,Metairie,New Orleans,8.5,,Long Trip,2020,Medium Trip
534,2016-07-10 14:10:00,7/10/2016 14:17,Business,CBD,St Thomas,1.3,,Short Trip,2020,Short Trip
535,2016-07-10 16:04:00,7/10/2016 16:15,Business,St Thomas,CBD,1.8,,Short Trip,2020,Short Trip
536,2016-07-10 18:05:00,7/10/2016 18:21,Business,New Orleans,Kenner,13.6,,Long Trip,2020,Long Trip
537,2016-07-10 19:51:00,7/10/2016 20:08,Business,Kenner,New Orleans,13.4,,Long Trip,2020,Long Trip
538,2016-07-12 16:10:00,7/12/2016 16:45,Business,New Orleans,Kenner,12.3,,Long Trip,2020,Long Trip
539,2016-07-12 19:21:00,7/12/2016 19:26,Personal,Kenner,Kenner,1.4,,Short Trip,2020,Short Trip
540,2016-07-12 23:47:00,7/13/2016 0:11,Personal,Morrisville,Cary,8.7,,Long Trip,2020,Medium Trip
541,2016-07-13 12:39:00,7/13/2016 13:20,Personal,Cary,Morrisville,23.5,,Long Trip,2020,Long Trip
542,2016-07-13 13:25:00,7/13/2016 13:39,Personal,Morrisville,Morrisville,2.2,,Short Trip,2020,Short Trip
543,2016-07-13 13:42:00,7/13/2016 13:54,Personal,Morrisville,Cary,4.4,,Short Trip,2020,Short Trip
544,2016-07-14 15:51:00,7/14/2016 15:59,Personal,Cary,Morrisville,3.3,,Short Trip,2020,Short Trip
545,2016-07-14 16:03:00,7/14/2016 16:34,Business,Morrisville,Morrisville,11.8,Errand/Supplies,Long Trip,2020,Long Trip
546,2016-07-14 16:39:00,7/14/2016 20:05,Business,Morrisville,Banner Elk,195.3,,Long Trip,2020,Long Trip
547,2016-07-15 11:32:00,7/15/2016 11:53,Personal,Banner Elk,Banner Elk,8.3,,Long Trip,2020,Medium Trip
548,2016-07-15 12:09:00,7/15/2016 12:19,Personal,Banner Elk,Banner Elk,3.2,,Short Trip,2020,Short Trip
549,2016-07-15 12:35:00,7/15/2016 13:15,Personal,Banner Elk,Elk Park,22.4,,Long Trip,2020,Long Trip
550,2016-07-15 15:03:00,7/15/2016 15:33,Personal,Elk Park,Banner Elk,12.2,,Long Trip,2020,Long Trip
551,2016-07-15 15:40:00,7/15/2016 15:52,Personal,Banner Elk,Banner Elk,4.5,,Short Trip,2020,Short Trip
552,2016-07-16 13:14:00,7/16/2016 14:10,Personal,Banner Elk,Newland,28.1,,Long Trip,2020,Long Trip
553,2016-07-16 14:14:00,7/16/2016 14:30,Personal,Newland,Newland,3.8,,Short Trip,2020,Short Trip
554,2016-07-16 15:29:00,7/16/2016 16:57,Personal,Newland,Boone,41.9,,Long Trip,2020,Long Trip
555,2016-07-16 19:42:00,7/16/2016 20:35,Personal,Boone,Banner Elk,23.8,,Long Trip,2020,Long Trip
556,2016-07-16 21:45:00,7/16/2016 22:18,Personal,Banner Elk,Banner Elk,13.0,,Long Trip,2020,Long Trip
557,2016-07-16 22:50:00,7/16/2016 23:03,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,Short Trip,2020,Short Trip
558,2016-07-17 11:23:00,7/17/2016 11:50,Personal,Banner Elk,Boone,15.1,Charity ($),Long Trip,2020,Long Trip
559,2016-07-17 12:20:00,7/17/2016 15:25,Personal,Boone,Cary,180.2,Commute,Long Trip,2020,Long Trip
560,2016-07-18 10:37:00,7/18/2016 10:49,Personal,Cary,Morrisville,4.1,Moving,Short Trip,2020,Short Trip
561,2016-07-18 10:54:00,7/18/2016 11:15,Personal,Morrisville,Cary,6.1,Moving,Long Trip,2020,Medium Trip
562,2016-07-18 11:25:00,7/18/2016 11:36,Personal,Northwoods,Preston,3.3,Moving,Short Trip,2020,Short Trip
563,2016-07-18 11:40:00,7/18/2016 11:56,Personal,Preston,Whitebridge,4.7,Moving,Short Trip,2020,Short Trip
564,2016-07-18 17:12:00,7/18/2016 17:33,Business,Cary,Apex,7.2,Meeting,Long Trip,2020,Medium Trip
565,2016-07-18 18:32:00,7/18/2016 18:47,Business,Apex,Cary,5.5,Meal/Entertain,Long Trip,2020,Medium Trip
566,2016-07-18 19:07:00,7/18/2016 19:14,Business,Cary,Morrisville,3.3,Meal/Entertain,Short Trip,2020,Short Trip
567,2016-07-18 20:28:00,7/18/2016 20:32,Business,Hazelwood,Weston,0.9,Errand/Supplies,Short Trip,2020,Short Trip
568,2016-07-18 21:11:00,7/18/2016 21:19,Business,Morrisville,Cary,3.8,Meal/Entertain,Short Trip,2020,Short Trip
569,2016-07-19 10:35:00,7/19/2016 10:51,Business,Whitebridge,Stonewater,6.4,Customer Visit,Long Trip,2020,Medium Trip
570,2016-07-19 10:56:00,7/19/2016 11:11,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,Short Trip,2020,Short Trip
571,2016-07-19 11:30:00,7/19/2016 12:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,Long Trip,2020,Medium Trip
572,2016-07-19 17:14:00,7/19/2016 17:24,Business,Whitebridge,Chessington,3.9,Errand/Supplies,Short Trip,2020,Short Trip
573,2016-07-19 17:50:00,7/19/2016 18:08,Personal,Chessington,Whitebridge,4.8,,Short Trip,2020,Short Trip
574,2016-07-20 17:12:00,7/20/2016 17:24,Personal,Whitebridge,Edgehill Farms,2.8,,Short Trip,2020,Short Trip
575,2016-07-20 17:50:00,7/20/2016 17:57,Personal,Edgehill Farms,Preston,1.4,,Short Trip,2020,Short Trip
576,2016-07-20 18:16:00,7/20/2016 18:20,Personal,Preston,Whitebridge,1.4,,Short Trip,2020,Short Trip
577,2016-07-21 17:17:00,7/21/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,,Short Trip,2020,Short Trip
578,2016-07-21 17:42:00,7/21/2016 17:51,Business,Edgehill Farms,Burtrose,2.3,,Short Trip,2020,Short Trip
579,2016-07-21 18:27:00,7/21/2016 18:42,Business,Cary,Morrisville,3.7,,Short Trip,2020,Short Trip
580,2016-07-21 19:30:00,7/21/2016 19:39,Business,Morrisville,Cary,2.9,,Short Trip,2020,Short Trip
581,2016-07-22 10:42:00,7/22/2016 10:53,Business,Cary,Morrisville,3.8,,Short Trip,2020,Short Trip
582,2016-07-22 11:11:00,7/22/2016 11:25,Business,Morrisville,Cary,5.1,,Long Trip,2020,Medium Trip
583,2016-07-22 11:37:00,7/22/2016 12:00,Business,Hazelwood,Lexington Park at Amberly,9.1,,Long Trip,2020,Medium Trip
584,2016-07-22 12:14:00,7/22/2016 12:31,Business,Cary,Durham,8.0,,Long Trip,2020,Medium Trip
585,2016-07-22 13:21:00,7/22/2016 13:42,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
586,2016-07-22 14:27:00,7/22/2016 14:43,Business,Cary,Morrisville,6.1,Meal/Entertain,Long Trip,2020,Medium Trip
587,2016-07-22 15:49:00,7/22/2016 16:22,Business,Morrisville,Cary,12.2,,Long Trip,2020,Long Trip
588,2016-07-22 18:33:00,7/22/2016 18:51,Business,Wayne Ridge,Whitebridge,8.0,,Long Trip,2020,Medium Trip
589,2016-07-23 14:27:00,7/23/2016 14:44,Business,Cary,Morrisville,4.0,,Short Trip,2020,Short Trip
590,2016-07-23 14:48:00,7/23/2016 15:12,Business,Morrisville,Cary,9.5,,Long Trip,2020,Medium Trip
591,2016-07-23 15:15:00,7/23/2016 15:27,Business,Cary,Morrisville,3.0,,Short Trip,2020,Short Trip
592,2016-07-23 15:50:00,7/23/2016 16:10,Business,Morrisville,Cary,6.3,,Long Trip,2020,Medium Trip
593,2016-07-23 20:17:00,7/23/2016 20:33,Business,Cary,Durham,10.4,Meeting,Long Trip,2020,Long Trip
594,2016-07-23 23:18:00,7/23/2016 23:43,Business,Durham,Cary,9.9,Meeting,Long Trip,2020,Medium Trip
595,2016-07-25 10:35:00,7/25/2016 10:41,Business,Whitebridge,Parkway,1.5,,Short Trip,2020,Short Trip
596,2016-07-25 10:47:00,7/25/2016 10:58,Business,Cary,Morrisville,4.9,,Short Trip,2020,Short Trip
597,2016-07-25 11:04:00,7/25/2016 11:33,Business,Morrisville,Cary,7.9,,Long Trip,2020,Medium Trip
598,2016-07-25 11:37:00,7/25/2016 11:44,Business,Parkway,Whitebridge,1.7,,Short Trip,2020,Short Trip
599,2016-07-26 15:43:00,7/26/2016 15:49,Business,Whitebridge,Westpark Place,2.2,,Short Trip,2020,Short Trip
600,2016-07-26 17:14:00,7/26/2016 17:24,Business,Westpark Place,Whitebridge,2.1,,Short Trip,2020,Short Trip
601,2016-07-26 20:52:00,7/26/2016 21:00,Business,Cary,Morrisville,2.5,Meal/Entertain,Short Trip,2020,Short Trip
602,2016-07-26 22:31:00,7/26/2016 22:39,Business,Morrisville,Cary,2.5,Meal/Entertain,Short Trip,2020,Short Trip
603,2016-07-27 19:08:00,7/27/2016 19:20,Business,Cary,Morrisville,2.8,,Short Trip,2020,Short Trip
604,2016-07-27 21:34:00,7/27/2016 21:57,Business,Morrisville,Raleigh,14.7,,Long Trip,2020,Long Trip
605,2016-07-27 22:00:00,7/27/2016 22:26,Business,Raleigh,Morrisville,14.6,,Long Trip,2020,Long Trip
606,2016-07-28 00:04:00,7/28/2016 0:09,Business,Morrisville,Cary,2.3,,Short Trip,2020,Short Trip
607,2016-07-29 15:45:00,7/29/2016 15:47,Business,Whitebridge,Westpark Place,2.2,,Short Trip,2020,Short Trip
608,2016-07-29 17:27:00,7/29/2016 17:45,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,Short Trip,2020,Short Trip
609,2016-07-30 17:02:00,7/30/2016 17:27,Business,Cary,Durham,14.0,,Long Trip,2020,Long Trip
610,2016-07-30 21:16:00,7/30/2016 21:41,Business,Durham,Cary,13.3,,Long Trip,2020,Long Trip
611,2016-07-31 17:30:00,7/31/2016 17:37,Business,Westpark Place,Whitebridge,1.8,,Short Trip,2020,Short Trip
612,2016-08-01 12:47:00,8/1/2016 13:04,Business,Whitebridge,Arlington Park at Amberly,6.2,,Long Trip,2020,Medium Trip
613,2016-08-01 13:08:00,8/1/2016 13:19,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,,Short Trip,2020,Short Trip
614,2016-08-01 13:28:00,8/1/2016 13:46,Business,Lexington Park at Amberly,Westpark Place,1.9,,Short Trip,2020,Short Trip
615,2016-08-01 13:52:00,8/1/2016 14:14,Business,Cary,Apex,6.9,,Long Trip,2020,Medium Trip
616,2016-08-01 15:40:00,8/1/2016 15:47,Business,Apex,Cary,4.6,,Short Trip,2020,Short Trip
617,2016-08-01 16:18:00,8/1/2016 16:25,Business,Whitebridge,Edgehill Farms,2.8,,Short Trip,2020,Short Trip
618,2016-08-01 16:29:00,8/1/2016 16:59,Business,Cary,Morrisville,9.1,,Long Trip,2020,Medium Trip
619,2016-08-01 17:23:00,8/1/2016 17:55,Business,Morrisville,Cary,8.1,,Long Trip,2020,Medium Trip
620,2016-08-02 08:11:00,8/2/2016 8:32,Business,Cary,Morrisville,8.4,Meeting,Long Trip,2020,Medium Trip
621,2016-08-02 11:51:00,8/2/2016 12:15,Business,Arlington,Washington,4.9,,Short Trip,2020,Short Trip
622,2016-08-02 19:15:00,8/2/2016 19:23,Business,Kalorama Triangle,K Street,1.0,,Short Trip,2020,Short Trip
623,2016-08-02 21:23:00,8/2/2016 21:29,Business,K Street,Kalorama Triangle,1.0,,Short Trip,2020,Short Trip
624,2016-08-03 12:46:00,8/3/2016 13:00,Business,West End,Northwest Rectangle,2.0,,Short Trip,2020,Short Trip
625,2016-08-03 14:59:00,8/3/2016 15:03,Business,K Street,Kalorama Triangle,1.1,,Short Trip,2020,Short Trip
626,2016-08-03 16:00:00,8/3/2016 16:04,Business,Kalorama Triangle,Downtown,1.5,,Short Trip,2020,Short Trip
627,2016-08-05 17:23:00,8/5/2016 17:30,Business,Connecticut Avenue,Kalorama Triangle,1.3,,Short Trip,2020,Short Trip
628,2016-08-05 18:17:00,8/5/2016 18:21,Business,Kalorama Triangle,Columbia Heights,1.8,,Short Trip,2020,Short Trip
629,2016-08-05 19:17:00,8/5/2016 19:27,Business,Columbia Heights,Kalorama Triangle,1.5,,Short Trip,2020,Short Trip
630,2016-08-06 06:40:00,8/6/2016 6:58,Business,Washington,Arlington,6.6,,Long Trip,2020,Medium Trip
631,2016-08-06 09:31:00,8/6/2016 9:53,Business,Morrisville,Cary,8.0,,Long Trip,2020,Medium Trip
632,2016-08-07 17:14:00,8/7/2016 17:23,Business,Whitebridge,Edgehill Farms,2.7,,Short Trip,2020,Short Trip
633,2016-08-07 17:28:00,8/7/2016 17:43,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,Short Trip,2020,Short Trip
634,2016-08-07 18:17:00,8/7/2016 18:23,Business,Cary,Morrisville,2.5,,Short Trip,2020,Short Trip
635,2016-08-07 20:15:00,8/7/2016 20:23,Business,Morrisville,Cary,2.5,Meal/Entertain,Short Trip,2020,Short Trip
636,2016-08-08 16:17:00,8/8/2016 16:31,Business,Whitebridge,Farmington Woods,5.2,,Long Trip,2020,Medium Trip
637,2016-08-08 16:37:00,8/8/2016 16:50,Business,Farmington Woods,Edgehill Farms,4.0,,Short Trip,2020,Short Trip
638,2016-08-08 17:02:00,8/8/2016 17:13,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,Short Trip,2020,Short Trip
639,2016-08-08 21:50:00,8/8/2016 22:15,Business,Cary,Morrisville,4.8,,Short Trip,2020,Short Trip
